product_id,brand,product,category,subcategory,price,size,image,no_of_reviews,about_the_product,ingredients,how_to_use
pimprod2048700,Clinique,All About Eyes Brightening Serum Concentrate with Retinoid,Eye Treatments,Eye Serums,$49.00,0.34 oz,https://media.ulta.com/i/ulta/2632281?w=100&h=100&fmt=auto,453 Reviews,"Benefits
Brightens, depuffs, hydrates.
Visibly brightening eye serum formulated with potent retinoid, yet still gentle enough for the eye area.
Precision applicator created with Clinique’s guiding dermatologist helps target hard-to-reach areas under the eye.
Instantly brightens the appearance of the undereye area for more wide-awake-looking eyes.
Reduces the appearance of dark circles over time.
Helps smooth the look and feel of skin.
Massaging the eye area with the applicator helps reduce the look of puffiness.
Metal tip feels cool on skin.
Ophthalmologist tested.
Free of drying alcohol, fragrance, oil, parabens, phthalates, sodium lauryl sulfate, sodium laureth sulfate, and synthetic color.
Dermatologist tested. Allergy tested. 100% fragrance free.
Key Ingredients
Retinoid: Helps accelerate skin’s natural cell renewal for a visibly smoother eye area.
Vitamin C: Helps reduce the look of dark circles with continued use.
Hyaluronic acid: This moisture-binding ingredient helps create a “moisture reservoir” for ideal hydration. Clinique’s formula is expertly blended with two different molecular weights of hyaluronic acid.
Research Results
94% show an instant radiance boost.*
*Clinical testing on 44 women after using the product one time.","Water\Aqua\Eau, Dimethicone, Polyethylene, Isododecane, Peg/Ppg-18/18 Dimethicone, Butylene Glycol, Glycerin, Propanediol, Trisiloxane, Sodium Chloride, Acetyl Glucosamine, Ascorbyl Glucoside, Sodium Hyaluronate, Caffeine, Yeast Extract\Faex\Extrait De Levure, Trametes Versicolor Extract, Camellia Sinensis Leaf Extract, Salicylic Acid, Dimethoxytolyl Propylresorcinol, Hydroxypinacolone Retinoate, Sodium Acetylated Hyaluronate, Caprylyl Glycol, Synthetic Fluorphlogopite, Tin Oxide, Propylene Glycol Caprylate, Dimethyl Isosorbide, Sodium Phosphate, Disodium Phosphate, Polysilicone-11, Potassium Hydroxide, Hydroxyacetophenone, Tocopheryl Acetate, Bht, Resveratrol, Disodium Edta, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Titanium Dioxide (Ci 77891).","Gently massage under eye with applicator.
To start: use 3x a week at night.
Week 2: Use every night.
Week 3 and after: use 2x daily.
Use sunscreen and limit sun exposure while using and the week after. Avoid getting in eyes. Do not use with other retinol products."
pimprod2047172,Estée Lauder,Advanced Night Repair Skincare Starter Set,By Category,Skin Gifts,$45.00,,https://media.ulta.com/i/ulta/2628915?w=100&h=100&fmt=auto,21 Reviews,"Benefits
School is in session and here's your first lesson. Target the skin-aging effects of lack of sleep with these high-performance skincare essentials. Use daily to experience powerful nighttime renewal to stand out and glow.
Advanced Night Cleansing Gelée washes away makeup and impurities from skin's surface, without stripping or disturbing the moisture barrier. Helps skin feel soft, comfortable, balanced.
Advanced Night Repair Serum helps skin look smoother and less lined, younger, more radiant and even toned with continued use.
Revitalizing Supreme+ Moisturizer significantly improves skin's firmness, density and elasticity for a firmer feel and more lifted look.
Over time, Advanced Night Repair Eye Supercharged Gel-Creme significantly reduces the look of lines, wrinkles, undereye puffiness and dark circles.
Includes
Travel Size Advanced Night Cleansing Gelée with 15 Amino Acids (1.0 oz)
Travel Size Advanced Night Repair Synchronized Multi-Recovery Complex (0.24 oz)
Travel Size Revitalizing Supreme+ Youth Power Creme (0.5 oz)
Travel Size Advanced Night Repair Eye Supercharged Gel-Creme Synchronized Multi-Recovery (0.17 oz)",See packaging for details.,"Step 1: AM and PM massage Advanced Night Cleansing Gelée gently over damp skin. Rinse thoroughly with warm water. Avoid eye area.
Step 2: Apply Advanced Night Repair Serum AM and PM on clean skin before your moisturizer.
Step 3: Apply Revitalizing Supreme+ Face Creme all over face and neck, AM and PM.
Step 4: Apply Advanced Night Repair Eye Supercharged Gel-Creme AM and PM around eye area."
pimprod2046261,La Roche-Posay,Travel Size Toleriane Double Repair Face Moisturizer UV SPF 30,Moisturizers,Face Moisturizer,$11.99,1.35 oz,https://media.ulta.com/i/ulta/2626352?w=100&h=100&fmt=auto,11 Reviews,"Benefits
Oil-free prebiotic face moisturizer with SPF 30 broad-spectrum UVA/UVB sunscreen protection
Offers prebiotic benefits to help balance the skin microbiome with a high concentration of La Roche-Posay Thermal Spring Water
Dermatologist, allergy and sensitive skin tested
Non-comedogenic
Key Ingredients
Ceramide-3 is a natural component of the skin barrier
La Roche-Posay Thermal Spring Water provides prebiotic benefits to help rebalance the skin microbiome, and is naturally rich in minerals with scientifically demonstrated soothing and antioxidant properties
Formulated Without
Fragrance
Parabens","Active: Avobenzone 3% (Sunscreen), Homosalate 5% (Sunscreen), Octisalate 5% (Sunscreen), Octocrylene 7% (Sunscreen). Inactive: Water (La Roche-Posay Prebiotic Thermal Water), Glycerin, Silica, Dimethicone, Niacinamide, Peg-100 Stearate, Glyceryl Stearate, Stearic Acid, Stearyl Alcohol, Allantoin, Ceramide Np, Dimethicone/Vinyl Dimethicone Crosspolymer, Sodium Hydroxide, Myristic Acid, Myristyl Alcohol, Palmitic Acid, Ammonium Polyacryloyldimethyl Taurate, Disodium Edta, Capryloyl Glycine, Caprylyl Glycol, Citric Acid, Xanthan Gum, T-Butyl Alcohol, Cetyl Alcohol, Tocopherol.","Apply to the face and neck in the morning. For prebiotic benefits, use with Toleriane Double Repair Moisturizer at night."
pimprod2038790,Clinique,Even Better Pore Defying Primer,Face,Face Primer,$40.00,1.0 oz,https://media.ulta.com/i/ulta/2608125?w=100&h=100&fmt=auto,77 Reviews,"Benefits
All Skin Types
Built with pore-blurring polymer technology, this makeup primer instantly blurs pores to create a flawless filter effect.
The skin-loving formula combines niacinamide and hyaluronic acid to help minimize the look of pores, reduce oil and shine, and hydrate skin over time.
Refreshing water-balm texture melts into skin with a burst of hydration, prepping skin for smooth makeup application.
Locks in makeup for fresh, flawless wear.
Dermatologist tested.
Allergy tested. 100% fragrance free.
Paraben-free. Phthalate-free. Silicone-free. Oil-free.
Key Ingredients
Niacinamide helps reduce oil to help blur the look of pores.
Hyaluronic acid helps moisturize.
Research Results
In 4 weeks:
94% showed a reduction in oil and shine*
100% showed an increase in hydration.*
Look of pores is reduced by 11% on bare skin*
In 8 weeks:
Look of pores is reduced by 19% on bare skin and skin feels smoother**
*Clinical testing on 34 women after 4 weeks of product use.
**Clinical testing on 34 women after 8 weeks of product use.","Water\Aqua\Eau, Glycerin, Sodium Acrylates Crosspolymer-2, Butylene Glycol, Dipropylene Glycol, Pentylene Glycol, Salix Alba (Willow) Bark Extract, Laminaria Saccharina Extract, Lactobacillus Ferment, Niacinamide, Trimethylpentanediol/Adipic Acid/Glycerin Crosspolymer, Acetyl Glucosamine, Sodium Hyaluronate, Pyridoxine Hcl, Zinc Sulfate, Phenoxyethanol.","Apply a thin layer to clean moisturized skin.
Smooth evenly over entire face before makeup or wear alone.
Allow to dry for one minute before applying makeup."
pimprod2007097,The Ordinary,Glycolic Acid 7% Exfoliating and Brightening Daily Toner,Cleansers,Toner,$13.00,8.0 oz,https://media.ulta.com/i/ulta/2551155?w=100&h=100&fmt=auto,"1,938 Reviews","Benefits
Targets textural irregularities and uneven skin tone
Improves appearance of dark spots, dry skin, and congestion
Targets signs of aging skin
Pairs well with Squalane Cleanser
PH 3.50 - 3.70
Key Ingredients
Glycolic Acid
Tasmanian Pepperberry
Formulated Without
Fragrance
Alcohol
Gluten
Nuts
Oil
Parabens
Sulfates
Mineral Oil
Methylchloroisothiazolinone
Methylisothiazolinone
Animal Oils
Coal Tar Dyes
Formaldehyde
Mercury
Oxybenzone","Aqua (water), Glycolic Acid, Rosa Damascena Flower Water, Centaurea Cyanus Flower Water, Aloe Barbadensis Leaf Water, Propanediol, Glycerin, Triethanolamine, Aminomethyl Propanol, Panax Ginseng Root Extract, Tasmannia Lanceolata Fruit/leaf Extract, Aspartic Acid, Alanine, Glycine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Glutamic Acid, Arginine, Pca, Sodium Pca, Sodium Lactate, Fructose, Glucose, Sucrose, Urea, Hexyl Nicotinate, Dextrin, Citric Acid, Polysorbate 20, Gellan Gum, Trisodium Ethylenediamine Disuccinate, Sodium Chloride, Hexylene Glycol, Potassium Sorbate, Sodium Benzoate, 1,2-hexanediol, Caprylyl Glycol.","The Ordinary recommends performing a patch test prior to incorporating a new product into your skin care routine.
Use ideally in the PM, no more frequently than once per day. After cleaning, saturate a cotton pad with the formula and sweep across the face and neck. Avoid the eye contour and contact with eyes. This formula should not be used on sensitive, peeling or compromised skin. Limit sun exposure while using this product and for a week afterwards.
Contraindications: Do not use in the same routine as direct Acids, EUK 134 0.1%, retinoids, pure or ethylated vitamin C, or peptides."
pimprod2038618,Vacation,Super Spritz SPF50 Face Mist,Suncare,Sunscreen,$22.00,2.2 oz,https://media.ulta.com/i/ulta/2606383?w=100&h=100&fmt=auto,700 Reviews,"Benefits
Broad spectrum SPF 50 protection against the sun's harmful UVA and UVB rays
Water-resistant (80 Minutes)
Invisible finishing mist that does not disturb makeup
Quick dry down with a subtle satin finish
Easy application and reapplication
Reef-friendly formula
Refreshing, long actuated fine mist spray
Features a subtle hint of Vacation’s award-winning signature scent
Helps skin look its best when faced with daily stresses such as blue light, pollution, and other environmental strains
Transparent on all skin tones
Lightweight feel
Non-comedogenic
Key Ingredients
Bisabolol, Aloe & Cucumber - A blend of naturally occurring antioxidants to keep your skin soothed and calm
Caffeine - A hardworking de-puffing agent to reinvigorate your skin
Banana & Coconut - A tropical duo of nourishment and hydration to combat the drying effects of sun exposure
Shea & Maracuja Oils - Lightweight plant-based oils to boost hydration and enhance skin barrier functions
Green Tea, Vitamin E, Algae & Ferulic Acid - A refreshing antioxidant cocktail to help skin bombarded by blue light, pollution, and other environmental stressors
Formulated Without
Oxybenzone, Octinoxate, Parabens, Phthalates, PEGs, Beeswax, Mineral Oil
Every Vacation formula is dermatologist tested and reviewed by toxicologists to ensure world-class protection.","Active: Avobenzone (2.9%), Octisalate (4.9%), Octocrylene (9.5%).
Inactive: Alcohol (Organic), Aloe Barbadensis (Aloe Vera) Leaf Extract, Bisabolol, Butyloctyl Salicylate, Butyrospermum Parkii (Shea) Oil, Caffeine, Camellia Sinensis (Green Tea) Leaf Extract, Carthamus Tinctorius (Safflower) Seed Oil, Chlorella Vulgaris Extract, Cocos Nucifera (Coconut) Extract, Cucumis Sativus (Cucumber) Seed Oil, Diisooctyl Succinate, Ethyl Ferulate, Ethylhexyl Methoxycrylene, Fragrance, Musa Sapientum (Banana) Fruit Extract, Passiflora Edulis (Maracuja) Seed Oil, Polyester-8, Tocopherol (Vitamin E), VA/Butyl Maleate/Isobornyl Acrylate Copolymer, Water.","Hold spray 8-10 inches from face with eyes and mouth closed before using.
Apply liberally 15 minutes before sun exposure.
Reapply:
After 80 minutes of swimming or sweating.
Immediately after towel drying.
At least every two hours.
Precautions: For external use only. Do not use on damaged or broken skin. Keep away from the eyes. Rinse with water to remove. If a rash develops, stop use and seek medical attention. Keep out of reach of children. In case of ingestion, get medical help or contact a Poison Control Center right away."
pimprod2046107,Clarins,UV Plus Anti-Pollution Tinted Face Sunscreen SPF 50,Suncare,Sunscreen,$48.00,Light,https://media.ulta.com/i/ulta/2626930?w=100&h=100&fmt=auto,912 Reviews,"Benefits
Fights free radicals
Lightweight, flexible tints for a natural, sheer finish - no white cast
Forms an invisible shield to help protect from early skin aging
Key Ingredients
Exclusive Organic Alpine Sanicle Extract: helps strengthen skin's resistance to free radicals
Cantaloupe Melon Extract: contains potent antioxidants to help protect skin from oxidative stress caused by UVA/UVB rays and pollution
Organic Blackcurrant Extract: helps protect against skin discomfort caused by UVA/UVB rays and pollution
Exclusive Anti-Pollution Complex: contains white tea and lampsana extracts to help protect against environmental pollutants and free radical damage to screen out environmental aggressors
Hyaluronic Acid: helps prevent water loss and protect against dehydration
Plant-Based Anti-Pollution Complex: helps protect skin from indoor and outdoor pollutants","Active: Homosalate 4%, Octocrylene 4%, Oxybenzone 1.5%, Titanium Dioxide 8.4%.
Inactive: Dimethicone, Aqua/Water/Eau, Alcohol, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Aluminum Hydroxide.Stearic Acid, Peg/Ppg-18/18 Dimethicone, Nylon-12, Peg-12 Dimethicone, Sodium Chloride, Phenoxyethanol, Parfum/Fragrance, Glycerin, Ethylhexylglycerin, Tocopheryl Acetate, Disodium Edta, Sanicula Europaea Extract, Butylene Glycol, Sodium Lauroyl Glutamate.Lysine, Magnesium Chloride, Sodium Hyaluronate, Hydroxypropyltrimonium Maltodextrin Crosspolymer, Thermus Thermophillus Ferment, Lapsana Communis Flower/Leaf/Stem Extract, Ribes Nigrum (Black Currant) Bud Extract, Potassium Sorbate, Citric Acid, Camellia Sinensis Leaf Extract, Cucumis Melo (Melon) Fruit Extract, Sodium Lauryl Sulfate. +/- May Contain /Puede Contener: CI 77891/Titanium Dioxide, CI 77491/CI 77492/ CI 77499/Iron Oxides, [S2703a].","Shake well before applying over your daily moisturizer. Warm a small amount between your palms. Apply with light pressing motions, working from the center of the face outward. Follow with make-up if desired."
pimprod2036781,Coco & Eve,Antioxidant Face Tanning Micromist,Suncare,Self-Tanning & Bronzing,$29.00,2.54 oz,https://media.ulta.com/i/ulta/2606209?w=100&h=100&fmt=auto,831 Reviews,"Benefits
Delivers a gorgeous sun-kissed glow - without any sun damage.
Protects against free radical damage with powerful antioxidants.
Key Ingredients
100% Natural DHA: Develops a natural sun-kissed tan in 6 hours which can last up to a week.
Organic Antiox Complex: Rich in antioxidants, passionfruit and guava extracts to fight free radicals.
Vitamin C-charged starfruit helps brighten skin and boost collagen production.","Aqua/Water/Eau, Dihydroxyacetone, Glycerin, Erythrulose, Fucus Vesiculosus Extract, Psidium Guajava Fruit Extract, Cocos Nucifera (Coconut) Fruit Extract/Cocos Nucifera Fruit Extract, Cassia Angustifolia Seed Polysaccharide, Passiflora Edulis Fruit Extract, Averrhoa Carambola Leaf Extract, Citrullus Lanatus (Watermelon) Seed Oil/Citrullus Lanatus Seed Oil, Troxerutin, Polyglyceryl-3 Cocoate, Polyglyceryl-10 Laurate, Xanthan Gum, Hexylene Glycol, Caprylyl Glycol, Butylene Glycol, Caprylyl/Capryl Glucoside, Fragrance/Parfum, Sodium Benzoate, Potassium Sorbate, Citric Acid, Beta-Carotene/CI 40800.","Use on dry skin, free from moisturizer. Shake well before use.
Spray your face and your neck 3-5 times for an even coverage.
Let it dry and allow to develop through the day.
No need to rinse off."
pimprod2043543,Drunk Elephant,Bora Barrier Repair Cream,Moisturizers,Face Moisturizer,$70.00,1.69 oz,https://media.ulta.com/i/ulta/2619870?w=100&h=100&fmt=auto,283 Reviews,"Benefits
Ultra-rich cream delivers clinically proven 24-hour moisture and restores a healthy skin barrier
Soothes skin and reduces the look of redness
Encourages healthy collagen production, firming skin and minimizing the look of fine lines and wrinkles
Dermatologist Tested
2024 Cosmopolitan Clean Beauty Award Winner
2024 Allure Best of Beauty Award Winner - Clean Category
Key Ingredients
6-Butterlipid Complex (glucosyl ceramides; glycosphingolipids; beta-sitosterols; and ceramides AP, NP, and EOP): Soothes skin, supports natural ceramide and hyaluronic acid production, strengthens the skin barrier, and boosts and protects skin's moisture levels.
Zinc and Copper Gluconates: Salt minerals with anti-redness benefits and powerful antioxidant properties.
Alpha Glucan: Derived from rice and used for its soothing, hydration-boosting benefits.
Research Results
In a clinical study of 33 people Bora Barrier was proven to:
Provide 24-hour moisture
Increase moisture immediately by 98%
Strengthen the skin barrier in 8 hours
Improve fine lines, wrinkles, elasticity, and firmness after 4 weeks","Water/Aqua/Eau, Glycerin, Propanediol, Ethylhexyl Olivate, Butyrospermum Parkii (Shea) Butter, C10-18 Triglycerides, Cetearyl Alcohol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cetearyl Olivate, Sorbitan Olivate, Beta-Sitosterol, Oenothera Biennis (Evening Primrose) Oil, Sclerocarya Birrea Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Calophyllum Inophyllum Seed Oil, Oleic Acid, Squalane, Butylene Glycol, Glucosyl Ceramide, Linoleic Acid, Linolenic Acid, Glycosphingolipids, Rosa Canina Fruit Oil, Moringa Oleifera Seed Oil, Alpha-Glucan, Resveratrol, Epigallocatechin Gallate, Magnesium Aspartate, Zinc Gluconate, Copper Gluconate, Acacia Senegal Gum, Sodium PCA, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Sorbitan Isostearate, Haematococcus Pluvialis Extract, Quercetin, Astaxanthin, Magnesium Ascorbyl Phosphate, Ceramide AP, Ceramide NP, Ceramide EOP, Dextrin, Palmitic Acid, Coco-Glucoside, Sodium Lactate, Stearic Acid, Pentylene Glycol, Brassica Campestris (Rapeseed) Seed Oil, Tetrahexyldecyl Ascorbate, Sodium Lauroyl Lactylate, Phytosphingosine, Cholesterol, Xanthan Gum, Tetrasodium Glutamate Diacetate, Citric Acid, Phenoxyethanol, Sodium Hydroxide, Tocopherol, Polysorbate 60, Carbomer, Ethylhexylglycerin.","Apply one pump morning and night to clean, dry skin. Use daily or in rotation with other Drunk Elephant moisturizers. May be mixed with any Drunk Elephant serum, treatment, or cream.
TIP: Create an ultra-rich mask that can be used overnight: Mix Bora Barrier with F-Balm and wake up to a deeply quenched and strengthened skin barrier.
Skincare Smoothie Tip: Try a Drunk Elephant Are We Clear Smoothie by mixing 1 pump T.L.C Framboos + 1 pump Bora Barrier + 1 pump Bouncy Brightfacial at night for smoother, clearer, healthier-looking skin."
pimprod2039174,The Ordinary,Natural Moisturizing Factors + Beta Glucan Lightweight Gel Moisturizer,Moisturizers,Face Moisturizer,$13.50,3.4 oz,https://media.ulta.com/i/ulta/2609860?w=100&h=100&fmt=auto,832 Reviews,"Benefits
A lightweight, gel-cream which provides topical delivery of skin-identical natural moisturizing factors, ceramides and beta glucan
Immediately boosts skin hydration *
After one application strengthens/improves skin barrier that is maintained throughout the day *
(*IEC France. 2022. Protective effect against water loss and moisturizing effect)
Key Ingredients
Beta Glucan
Natural Moisturizing Factors","Aqua (water), PPG-24-glycereth-24, Propanediol, Betaine, Beta-glucan, Arginine, Glycine, Alanine, Serine, Proline, Threonine, Glutamic Acid, Lysine Hcl, Glucose, Maltose, Fructose, Trehalose, Xylitol, Anhydroxylitol, Xylitylglucoside, Sodium Pca, Pca, Sodium Lactate, Urea, Allantoin, Sodium Hyaluronate, Phospholipids, Sphingolipids, Glycerin, Pentylene Glycol, Acrylates/c10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Sodium Chloride, Sodium Citrate, Citric Acid, Tocopherol, P-anisic Acid, Aminomethyl Propanol, Phenoxyethanol, Chlorphenesin.","Apply a small amount to the face in the morning & evening. If irritation occurs, cease use and consult a physician. Use only as directed on unbroken skin. Patch testing prior to use is advised. Keep out of reach of children."
pimprod2023925,Good Molecules,Hyaluronic Acid Serum,Treatment & Serums,Face Serums,$6.00,1.0 oz,https://media.ulta.com/i/ulta/2582307?w=100&h=100&fmt=auto,"1,486 Reviews",,"Water, Propanediol, Glycerin, Sodium Hyaluronate, Hydroxyacetophenone, Sodium Citrate, Citric Acid, Ethylhexylglycerin.","Apply a few drops in the morning and at night before oils, creams, and moisturizers. For best results, apply to damp skin. Let absorb for 30 seconds before continuing with your routine. Suitable for daily use."
pimprod2012407,Tanologist,Express Self Tan Mousse,Suncare,Self-Tanning & Bronzing,$19.99,Medium,https://media.ulta.com/i/ulta/2560916?w=100&h=100&fmt=auto,475 Reviews,"Benefits
Long-lasting, full body, flawless bronze
No guide color = no transfer
Tested by dermatologists = safe for sensitive skin
Streak-free & stain-free
Lasts up to one week and fades like your natural tan
Skin loving ingredients brighten, soften and hydrate
Express results in just 1-4hrs
Features
Flexible formulations in adaptable shades offer total customization of your tan.
Key Ingredients
Aloe Vera: Hydrates & soothes
Pink Grapefruit: Brightens
Goji Berry: Powerful antioxidant
Juniper: Evens skin tone","Aqua (Water), Propylene Glycol, Dihydroxyacetone, Glycerin, Ethoxydiglycol, Decyl Glucoside, Glycereth-26, Commiphora Mukul Resin Extract, Coleus Forskohlii Root Extract, Panthenol, Ascorbic Acid, Erythrulose, Tocopheryl Acetate (Vitamin E Acetate), Aloe Barbadensis Extract*, Calendula Officinalis Flower Oil*, Citrus Paradisi (Grapefruit) Fruit Extract*, Juniperus Communis Fruit Oil*, Lycium Barbarum Fruit Extract*, Punica Granatum Extract*, Dipropylene Glycol, PEG-40 Hydrogenated Castor Oil, Parfum (Fragrance), Hexyl Cinnamal, Limonene, Linalool, Geraniol, Hydroxycitronellal, Citric Acid, Phenoxyethanol, Triethylene Glycol.
* Organic Extracts","Prep the skin using Tanologist Eraser & Primer. Moisturize dry areas, such as hands, elbows, knees and feet. Spray directly onto dry skin and blend with a tanning mitt using large circular motions. Shower 1-4 hours after application depending on desired end result. More time= deeper tan.
Precautions: This product does not contain a sunscreen and does not protect against sunburn. Repeated exposure of unprotected skin while tanning may increase the risk of skin aging, skin cancer and other harmful effects to the skin even if you do not burn. Tanologist advises a patch test 24 hours before use. Do not apply on broken or irritated skin. Avoid contact with eyes. If reaction occurs, discontinue use/seek medical advice. Wash hands thoroughly after application."
pimprod2050304,MILK MAKEUP,Hydro Grip 12-Hour Hydrating Gel Skin Tint,Moisturizers,Tinted Moisturizer,$38.00,1,https://media.ulta.com/i/ulta/2634680?w=100&h=100&fmt=auto,257 Reviews,"Benefits
Longwear skin tint lasts up to 12 hours (it's the skin tint that won't quit!)
Buildable light to medium coverage
Natural dewy finish
Weightless gel base doesn't feel heavy or greasy
Clinically proven to boost hydration by 24%*
No fading, caking, creasing, or settling into fine lines
Suped-up skincare visibly smooths skin + helps protect your skin barrier
15 diverse + inclusive shade
Safe for sensitive + acne-prone skin
No fragrance or silicone
Non-comedogenic (so it won’t clog pores)
Dermatologist tested
Fragrance-free. Paraben-free. Silicone-free.
*In a clinical hydration study of 29 people 30 minutes after using the product.
Key Ingredients
Triple-Powered Hyaluronic Acid (aka Triluronic Acid), an amped-up form of HA that combines 3 molecular weights to deeply hydrate + support your skin barrier
Niacinamide and squalane help boost moisture + visibly smooth skin
Blue agave extract keeps makeup gripped on for up to 12 hours to prevent fading, caking, and creasing
Research Results
In a consumer perception study of 31 people using the product immediately after application:
100% said it doesn't cake, look patchy, or irritate skin
96% said skin looks and feels smoother with a fresh, dewy glow
93% said it doesn't settle in fine lines + wrinkles","Aqua/Water/Eau, Isononyl Isononanoate, Propanediol, Isostearyl Neopentanoate, Glycerin, Octyldodecyl Stearoyl Stearate, Polyglyceryl-2 Dipolyhydroxystearate, Saccharomyces/Xylinum/Black Tea Ferment, Hydrogenated Ethylhexyl Olivate, Coco-Caprylate/Caprate, Dicaprylyl Ether, Polyglyceryl-6 Polyricinoleate, Squalane, Polyglyceryl-3 Diisostearate, Dimer Dilinoleyl Dimer Dilinoleate, Pullulan, Niacinamide, Sodium Hyaluronate, Cannabis Sativa (Hemp) Seed Oil, Agave Tequilana Leaf Extract, Butyrospermum Parkii (Shea) Butter, Helianthus Annuus (Sunflower) Seed Oil, Hydrogenated Olive Oil Unsaponifiables, Tocopherol, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Lecithin, Dipalmitoyl Hydroxyproline, Magnesium Sulfate, Disteardimonium Hectorite, Propylene Carbonate, Hydrogenated Styrene/Methylstyrene/Indene Copolymer, Lauroyl Lysine, Stearic Acid, Zinc Stearate, Allantoin, Distarch Phosphate, Palmitic Acid, Maltose, Potassium Sorbate, Sodium Dehydroacetate, Sodium Benzoate, Phenoxyethanol, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).","Apply over clean, prepped skin.
Blend with a brush, sponge, or fingertips.
Start with one layer for light coverage and build for medium coverage.
Pro Tip: Triple the grip! Prep your base with Hydro Grip Primer and lock in everything with Hydro Grip Set + Refresh Spray (both sold separately)."
pimprod2042396,RoC,Derm Correxion Firming Serum Stick,Treatment & Serums,Face Serums,$38.99,1.0 oz,https://media.ulta.com/i/ulta/2618459?w=100&h=100&fmt=auto,171 Reviews,"Benefits
Treat, tighten and lift for firmer skin
Target the face, neck, chest and backs of hands with this easy-to-use, fast-absorbing formula
A concentrated formula infused with Advanced Retinol and Antioxidents to visibly reduce lines and boost elasticity while Firming THPE works to boost skin's firmness resulting in a naturally contoured look
Features
Powered by a proprietary blend for gentle delivery and effective results
Retinol: Helps stimulate collagen to smooth lines and wrinkles
Antioxidents: Helps protect skin's surface from free radicals and environmental aggressors
Firming THPE: Boosts elasticity for firmer more supple skin
Research Results
Clinically proven to deliver visible results
Instantly skin is smoother
In 1 week 94% had a visible reduction in lines
in 4 weeks 94% had visibly firmer skin
In 8 weeks 7 out of 8 felt more confident about the appearance of their skin","Water (Aqua/Eau), Butylene Glycol, Sodium Stearate, Glycerin, PEG-12 Dimethicone, Bis-PEG-18 Methyl Ether Dimethyl Silane, Tetrahydroxypropyl Ethylenediamine, PEG-8, Sodium Citrate, Methyl Methacrylate Crosspolymer, Retinol, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Polysorbate 20, Ascorbic Acid, Tocopheryl Acetate, Methyl Methacrylate/Glycol Dimethacrylate Crosspolymer, Caprylyl Glycol, Propyl Gallate, Disodium EDTA, 1,2-Hexanediol, Phenoxyethanol, Ethylhexylglycerin, BHT.","Twist up base and then twist off inner safety cover. Smooth onto areas of concern on face, neck, chest and backs of hands. Begin applying this product every other night and then gradually increase frequency. Apply a sunscreen of SPF 15 or higher during the day while using this product."
pimprod2043466,La Roche-Posay,"Mela B3 UV Daily Moisturizer Sunscreen, SPF 30",Moisturizers,Face Moisturizer,$34.99,1.35 oz,https://media.ulta.com/i/ulta/2620363?w=100&h=100&fmt=auto,922 Reviews,"Benefits
Daily anti-aging Moisturizer with SPF 30
Allergy Tested
Non-comedogenic
Key Ingredients
Melasyl, a new and exclusive ingredient, and Niacinamide work together to help visibly correct stubborn dark spots while respecting the natural tone of all skin.
Formulated Without
Oxybenzone
Parabens","Water, C15-19 Alkane, Niacinamide, Glycerin, Butylene Glycol, Silica, Titanium Dioxide, Butyrospermum Parkii (Shea) Butter, Tin Oxide, Potassium Hydroxide, Carbomer, Arachidyl Alcohol, Arachidyl Glucoside, Behenyl Alcohol, 2-Mercaptonicotinoyl Glycine, Sodium Dilauramidoglutamide Lysine, Sodium Thiosulfate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydroxyacetophenone, Capryloyl Salicylic Acid, Caprylyl Glycol, Citric Acid, Trisodium Ethylenediamine Disuccinate, Xanthan Gum, Pentylene Glycol, Poly C10-30 Alkyl Acrylate, Polyglyceryl-4 Caprate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Phenoxyethanol, Red 4, Mica, Fragrance (F.I.L. V70035830/1).","Step 1: Apply generously 15 minutes before sun exposure.
Step 2: Reapply at least every 2 hours."
