run_timestamp_utc,query_id,query_text,rank,stage,product_id,brand,product_name,category,subcategory,price_usd,final_score,embedding_score,review_avg,reviews_used,extracted_brand_norm,used_brand_filter,price_intent_json,,Ingredient Match,Skin Type Match,Concern Match,Category Match,overall_relevant,Validation
2026-01-18T12:44:30.582467,2,"My skin is very dry and sensitive, especially in winter. I need a moisturizer that helps repair the skin barrier and is ffree of parabens above 60$.",3,stage_a,tata harper superkind fortifying moisturizer for skin barrier repair with peptides and hyaluronic acid,Tata Harper,Superkind Fortifying Moisturizer for Skin Barrier Repair with Peptides and Hyaluronic Acid,Moisturizers,Face Creams,$130.00 ,0.566006,0.570716,0.558941,20,,0,"{""gte"": 60.0}",,,1,1,1,1,"Correct, matches every concern/request."
2026-01-18T12:44:30.582467,2,"My skin is very dry and sensitive, especially in winter. I need a moisturizer that helps repair the skin barrier and is ffree of parabens above 60$.",4,stage_a,sofie pavitt face omega rich moisturizer,SOFIE PAVITT FACE, Omega Rich Moisturizer,Moisturizers,Face Creams,$64.00 ,0.561116,0.57231,0.544324,20,,0,"{""gte"": 60.0}",,,1,1,1,1,"Correct, matches every concern/request."
2026-01-18T12:44:30.582467,2,"My skin is very dry and sensitive, especially in winter. I need a moisturizer that helps repair the skin barrier and is ffree of parabens above 60$.",5,stage_a,augustinus bader the ultimate soothing cream refillable moisturizer,Augustinus Bader,The Ultimate Soothing Cream Refillable Moisturizer,Moisturizers,Face Creams,$305.00 ,0.542132,0.575411,0.492214,20,,0,"{""gte"": 60.0}",,,1,1,1,1,"Correct, matches every concern/request."
2026-01-18T12:44:30.582467,2,"My skin is very dry and sensitive, especially in winter. I need a moisturizer that helps repair the skin barrier and is ffree of parabens above 60$.",1,stage_b,dermalogica super rich repair moisturizer,Dermalogica,Super Rich Repair Moisturizer,Moisturizers,Face Creams,$95.00 ,0.581848,0.622727,0.531885,50,,0,"{""gte"": 60.0}",,,,,,,
2026-01-18T12:44:30.582467,2,"My skin is very dry and sensitive, especially in winter. I need a moisturizer that helps repair the skin barrier and is ffree of parabens above 60$.",2,stage_b,matter of fact minimalist hydrating moisturizer with pro-vitamin b5,MATTER OF FACT,MINIMALIST HYDRATING MOISTURIZER with Pro-Vitamin B5,Moisturizers,Face Creams,$76.00 ,0.554818,0.580985,0.522837,50,,0,"{""gte"": 60.0}",,,,,,,
2026-01-18T12:44:30.582467,2,"My skin is very dry and sensitive, especially in winter. I need a moisturizer that helps repair the skin barrier and is ffree of parabens above 60$.",3,stage_b,tata harper superkind fortifying moisturizer for skin barrier repair with peptides and hyaluronic acid,Tata Harper,Superkind Fortifying Moisturizer for Skin Barrier Repair with Peptides and Hyaluronic Acid,Moisturizers,Face Creams,$130.00 ,0.549088,0.570716,0.522654,50,,0,"{""gte"": 60.0}",,,,,,,
2026-01-18T14:20:28.971976,3,I struggle with hyperpigmentation and dark spots after acne. I want a serum that helps brighten my skin and improve texture that contains Niacinamide.,1,stage_a,first aid beauty dark spot serum with niacinamide,First Aid Beauty,Dark Spot Serum with Niacinamide,Value & Gift Sets,,$42.00 ,0.688907,0.711162,0.655524,20,,0,,,1,,1,1,1,"Correct, matches every concern/request."
2026-01-18T14:20:28.971976,3,I struggle with hyperpigmentation and dark spots after acne. I want a serum that helps brighten my skin and improve texture that contains Niacinamide.,2,stage_a,eadem milk marvel dark spot serum with niacinamide and vitamin c,EADEM,Milk Marvel Dark Spot Serum with Niacinamide and Vitamin C,Treatments,Face Serums,$68.00 ,0.657533,0.65244,0.665172,20,,0,,,1,,1,1,1,"Correct, matches every concern/request."
2026-01-18T14:20:28.971976,3,I struggle with hyperpigmentation and dark spots after acne. I want a serum that helps brighten my skin and improve texture that contains Niacinamide.,3,stage_a,l'oréal bright reveal 12 percent niacinamide dark spot serum,L'Oréal,Bright Reveal 12 Percent Niacinamide Dark Spot Serum,Treatment & Serums,Face Serums,$39.99 ,0.651874,0.643772,0.664027,20,,0,,,1,,1,1,1,"Correct, matches every concern/request."
2026-01-18T14:20:28.971976,3,I struggle with hyperpigmentation and dark spots after acne. I want a serum that helps brighten my skin and improve texture that contains Niacinamide.,4,stage_a,first aid beauty facial radiance niacinamide dark spot serum,First Aid Beauty,Facial Radiance Niacinamide Dark Spot Serum,Treatment & Serums,Face Serums,$42.00 ,0.637688,0.655674,0.610709,20,,0,,,1,,1,1,1,"Correct, matches every concern/request."
2026-01-18T14:20:28.971976,3,I struggle with hyperpigmentation and dark spots after acne. I want a serum that helps brighten my skin and improve texture that contains Niacinamide.,5,stage_a,summer fridays cc me vitamin c + niacinamide serum,Summer Fridays,CC Me Vitamin C + Niacinamide Serum,Treatments,Face Serums,$68.00 ,0.631674,0.636768,0.624033,20,,0,,,1,,1,1,1,"Correct, matches every concern/request."
2026-01-18T14:20:28.971976,3,I struggle with hyperpigmentation and dark spots after acne. I want a serum that helps brighten my skin and improve texture that contains Niacinamide.,1,stage_b,first aid beauty dark spot serum with niacinamide,First Aid Beauty,Dark Spot Serum with Niacinamide,Value & Gift Sets,,$42.00 ,0.658931,0.711162,0.595093,50,,0,,,,,,,,
2026-01-18T14:20:28.971976,3,I struggle with hyperpigmentation and dark spots after acne. I want a serum that helps brighten my skin and improve texture that contains Niacinamide.,2,stage_b,eadem milk marvel dark spot serum with niacinamide and vitamin c,EADEM,Milk Marvel Dark Spot Serum with Niacinamide and Vitamin C,Treatments,Face Serums,$68.00 ,0.646891,0.65244,0.640109,50,,0,,,,,,,,
2026-01-18T14:20:28.971976,3,I struggle with hyperpigmentation and dark spots after acne. I want a serum that helps brighten my skin and improve texture that contains Niacinamide.,3,stage_b,l'oréal bright reveal 12 percent niacinamide dark spot serum,L'Oréal,Bright Reveal 12 Percent Niacinamide Dark Spot Serum,Treatment & Serums,Face Serums,$39.99 ,0.639274,0.643772,0.633777,50,,0,,,,,,,,
2026-01-18T12:49:37.095746,4,I’m in my late 20s and want to start using anti-aging products that help with fine lines but won’t irritate my skin.,1,stage_a,dr. jart+ prejuvenation firming bakuchiol serum for preventative aging,Dr. Jart+,Prejuvenation Firming Bakuchiol Serum for Preventative Aging,Treatments,Face Serums,$66.00 ,0.552588,0.539788,0.571787,20,,0,,,,,1,,1,"Correct, matches every concern/request."
2026-01-18T12:49:37.095746,4,I’m in my late 20s and want to start using anti-aging products that help with fine lines but won’t irritate my skin.,2,stage_a,josie maran pink algae pro-retinol anti-aging moisturizer,Josie Maran,Pink Algae Pro-Retinol Anti-Aging Moisturizer,Moisturizers,Face Creams,$54.00 ,0.540457,0.548893,0.527803,20,,0,,,,,1,,1,"Correct, matches every concern/request."
2026-01-18T12:49:37.095746,4,I’m in my late 20s and want to start using anti-aging products that help with fine lines but won’t irritate my skin.,3,stage_a,first aid beauty 0.3% retinol complex serum with peptides,First Aid Beauty,0.3% Retinol Complex Serum with Peptides,Treatments,Face Serums,$48.00 ,0.53518,0.548792,0.514763,20,,0,,,,,1,,1,"Correct, matches every concern/request."
2026-01-18T12:49:37.095746,4,I’m in my late 20s and want to start using anti-aging products that help with fine lines but won’t irritate my skin.,4,stage_a,"first aid beauty firming cream with peptides, niacinamide + collagen",First Aid Beauty,"Firming Cream with Peptides, Niacinamide + Collagen",Moisturizers,Face Creams,$44.00 ,0.53239,0.540609,0.520062,20,,0,,,,,1,,1,"Correct, matches every concern/request."
2026-01-18T12:49:37.095746,4,I’m in my late 20s and want to start using anti-aging products that help with fine lines but won’t irritate my skin.,5,stage_a,first aid beauty ultra repair hydra-firm night cream,First Aid Beauty,Ultra Repair Hydra-Firm Night Cream,Moisturizers,Night Creams,$44.00 ,0.528017,0.544934,0.502641,20,,0,,,,,1,,1,"Correct, matches every concern/request."
2026-01-18T12:49:37.095746,4,I’m in my late 20s and want to start using anti-aging products that help with fine lines but won’t irritate my skin.,1,stage_b,dr. jart+ prejuvenation firming bakuchiol serum for preventative aging,Dr. Jart+,Prejuvenation Firming Bakuchiol Serum for Preventative Aging,Treatments,Face Serums,$66.00 ,0.54079,0.539788,0.542015,50,,0,,,,,,,,
2026-01-18T12:49:37.095746,4,I’m in my late 20s and want to start using anti-aging products that help with fine lines but won’t irritate my skin.,2,stage_b,josie maran pink algae pro-retinol anti-aging moisturizer,Josie Maran,Pink Algae Pro-Retinol Anti-Aging Moisturizer,Moisturizers,Face Creams,$54.00 ,0.523745,0.548893,0.49301,50,,0,,,,,,,,
2026-01-18T12:49:37.095746,4,I’m in my late 20s and want to start using anti-aging products that help with fine lines but won’t irritate my skin.,3,stage_b,first aid beauty 0.3% retinol complex serum with peptides,First Aid Beauty,0.3% Retinol Complex Serum with Peptides,Treatments,Face Serums,$48.00 ,0.51748,0.548792,0.47921,50,,0,,,,,,,,
2026-01-18T12:52:36.463834,5,My skin gets oily during the day but feels tight after washing. I want a sunscreen that hydrates while controlling oil under 50$.,1,stage_a,panoxyl oil control moisturizer with broad spectrum spf 30 mineral sunscreen,PanOxyl,Oil Control Moisturizer with Broad Spectrum SPF 30 Mineral Sunscreen,Moisturizers,Face Moisturizer,$11.29 ,0.589308,0.589528,0.588978,20,,0,"{""lte"": 50.0}",,,1,1,1,1,"Correct, matches every concern/request."
2026-01-18T12:52:36.463834,5,My skin gets oily during the day but feels tight after washing. I want a sunscreen that hydrates while controlling oil under 50$.,2,stage_a,shiseido urban environment oil-free sunscreen broad-spectrum spf 42,Shiseido,Urban Environment Oil-Free Sunscreen Broad-Spectrum SPF 42,Suncare,Sunscreen,$50.00 ,0.561078,0.554057,0.57161,20,,0,"{""lte"": 50.0}",,,1,1,1,1,"Correct, matches every concern/request."
2026-01-18T12:52:36.463834,5,My skin gets oily during the day but feels tight after washing. I want a sunscreen that hydrates while controlling oil under 50$.,3,stage_a,peter thomas roth mini water drench ® hyaluronic hydrating moisturizer spf 45,Peter Thomas Roth,Mini Water Drench ® Hyaluronic Hydrating Moisturizer SPF 45,Mini Size,,$23.00 ,0.551687,0.550778,0.55305,20,,0,"{""lte"": 50.0}",,,1,1,1,1,"Correct, matches every concern/request."
2026-01-18T12:52:36.463834,5,My skin gets oily during the day but feels tight after washing. I want a sunscreen that hydrates while controlling oil under 50$.,4,stage_a,shiseido urban environment oil-free spf 42 face sunscreen w/ hyaluronic acid,Shiseido,Urban Environment Oil-Free SPF 42 Face Sunscreen w/ Hyaluronic Acid,Sunscreen,Face Sunscreen,$50.00 ,0.546294,0.53512,0.563056,20,,0,"{""lte"": 50.0}",,,1,1,1,1,"Correct, matches every concern/request."
2026-01-18T12:52:36.463834,5,My skin gets oily during the day but feels tight after washing. I want a sunscreen that hydrates while controlling oil under 50$.,5,stage_a,paula's choice resist youth-extending daily hydrating fluid spf 50,Paula's Choice,RESIST Youth-Extending Daily Hydrating Fluid SPF 50,Sunscreen,Face Sunscreen,$39.00 ,0.543769,0.534408,0.55781,20,,0,"{""lte"": 50.0}",,,1,1,1,1,"Correct, matches every concern/request."
2026-01-18T12:52:36.463834,5,My skin gets oily during the day but feels tight after washing. I want a sunscreen that hydrates while controlling oil under 50$.,1,stage_b,panoxyl oil control moisturizer with broad spectrum spf 30 mineral sunscreen,PanOxyl,Oil Control Moisturizer with Broad Spectrum SPF 30 Mineral Sunscreen,Moisturizers,Face Moisturizer,$11.29 ,0.58044,0.589528,0.569332,50,,0,"{""lte"": 50.0}",,,,,,,
2026-01-18T12:52:36.463834,5,My skin gets oily during the day but feels tight after washing. I want a sunscreen that hydrates while controlling oil under 50$.,2,stage_b,shiseido urban environment oil-free sunscreen broad-spectrum spf 42,Shiseido,Urban Environment Oil-Free Sunscreen Broad-Spectrum SPF 42,Suncare,Sunscreen,$50.00 ,0.555739,0.554057,0.557795,50,,0,"{""lte"": 50.0}",,,,,,,
2026-01-18T12:52:36.463834,5,My skin gets oily during the day but feels tight after washing. I want a sunscreen that hydrates while controlling oil under 50$.,3,stage_b,peter thomas roth mini water drench ® hyaluronic hydrating moisturizer spf 45,Peter Thomas Roth,Mini Water Drench ® Hyaluronic Hydrating Moisturizer SPF 45,Mini Size,,$23.00 ,0.543151,0.550778,0.533831,50,,0,"{""lte"": 50.0}",,,,,,,
2026-01-18T14:59:21.538930,6,Masks for oily and acne-prone skin,1,stage_a,peter thomas roth goodbye acne™ therapeutic sulfur mask,Peter Thomas Roth,Goodbye Acne™ Therapeutic Sulfur Mask,Masks,Face Masks,$52.00 ,0.592528,0.581687,0.608789,20,,0,,,,1,1,1,1,"Correct, matches every concern/request."
2026-01-18T14:59:21.538930,6,Masks for oily and acne-prone skin,2,stage_a,murad rapid relief acne sulfur clay mask with salicylic acid,Murad,Rapid Relief Acne Sulfur Clay Mask with Salicylic Acid,Masks,Face Masks,$44.00 ,0.567089,0.555347,0.584703,20,,0,,,,1,1,1,1,"Correct, matches every concern/request."
2026-01-18T14:59:21.538930,6,Masks for oily and acne-prone skin,3,stage_a,olehenriksen find your balance™ oil control cleanser,OLEHENRIKSEN,Find Your Balance™ Oil Control Cleanser,Cleansers,Face Wash & Cleansers,$33.00 ,0.558396,0.543508,0.580726,20,,0,,,,1,1,0,0.666666667,"Cures the concerns, but is not a mask."
2026-01-18T14:59:21.538930,6,Masks for oily and acne-prone skin,4,stage_a,biodance refreshing sea kelp real deep mask - 4 pack for calming & sebum control,Biodance,Refreshing Sea Kelp Real Deep Mask - 4 pack for Calming & Sebum Control,Masks,Sheet Masks,$19.00 ,0.551026,0.558898,0.539219,20,,0,,,,1,1,1,1,"Correct, matches every concern/request."
2026-01-18T14:59:21.538930,6,Masks for oily and acne-prone skin,5,stage_a,la roche-posay effaclar clarifying clay face mask for oily skin,La Roche-Posay,Effaclar Clarifying Clay Face Mask for Oily Skin,Treatment & Serums,Face Masks,$21.99 ,0.549013,0.566002,0.52353,20,,0,,,,1,1,1,1,"Correct, matches every concern/request."
2026-01-18T14:59:21.538930,6,Masks for oily and acne-prone skin,1,stage_b,peter thomas roth goodbye acne™ therapeutic sulfur mask,Peter Thomas Roth,Goodbye Acne™ Therapeutic Sulfur Mask,Masks,Face Masks,$52.00 ,0.584776,0.581687,0.588552,50,,0,,,,,,,,
2026-01-18T14:59:21.538930,6,Masks for oily and acne-prone skin,2,stage_b,murad rapid relief acne sulfur clay mask with salicylic acid,Murad,Rapid Relief Acne Sulfur Clay Mask with Salicylic Acid,Masks,Face Masks,$44.00 ,0.556913,0.555347,0.558827,50,,0,,,,,,,,
2026-01-18T14:59:21.538930,6,Masks for oily and acne-prone skin,3,stage_b,olehenriksen find your balance™ oil control cleanser,OLEHENRIKSEN,Find Your Balance™ Oil Control Cleanser,Cleansers,Face Wash & Cleansers,$33.00 ,0.55122,0.543508,0.560646,50,,0,,,,,,,,
2026-01-18T15:04:59.848772,7,Oil cleanser for removing makeup and sunscreen,1,stage_a,clinique mini take the day off cleansing balm makeup remover,CLINIQUE,Mini Take The Day Off Cleansing Balm Makeup Remover ,Mini Size,,$15.00 ,0.679023,0.685805,0.66885,20,,0,,,,,1,1,1,"Correct, matches every concern/request."
2026-01-18T15:04:59.848772,7,Oil cleanser for removing makeup and sunscreen,2,stage_a,clinique take the day off  cleansing oil makeup remover,CLINIQUE,Take The Day Off  Cleansing Oil Makeup Remover,Moisturizers,Face Oils,$37.00 ,0.665526,0.667514,0.662545,20,,0,,,,,1,1,1,"Correct, matches every concern/request."
2026-01-18T15:04:59.848772,7,Oil cleanser for removing makeup and sunscreen,3,stage_a,dermalogica precleanse cleansing oil,Dermalogica,Precleanse Cleansing Oil,Cleansers,Face Wash & Cleansers,$49.00 ,0.64711,0.640855,0.656494,20,,0,,,,,1,1,1,"Correct, matches every concern/request."
2026-01-18T15:04:59.848772,7,Oil cleanser for removing makeup and sunscreen,4,stage_a,dr. idriss soft wash jelly cleanser,Dr. Idriss,Soft Wash Jelly Cleanser,Cleansers,Face Wash & Cleansers,$30.00 ,0.633624,0.645319,0.616083,20,,0,,,,,1,0,0.5,"Product matches skin concerns, but instead it is a jelly cleanser"
2026-01-18T15:04:59.848772,7,Oil cleanser for removing makeup and sunscreen,5,stage_a,the original makeup eraser makeup eraser® pro pink reusable makeup remover,The Original MakeUp Eraser,MakeUp Eraser® PRO Pink Reusable Makeup Remover,Accessories,Makeup Removers,$20.00 ,0.632202,0.639956,0.62057,20,,0,,,,,1,0,0.5,"Product matches skin concerns, but instead it is a accessory cleanser"
2026-01-18T15:04:59.848772,7,Oil cleanser for removing makeup and sunscreen,1,stage_b,clinique mini take the day off cleansing balm makeup remover,CLINIQUE,Mini Take The Day Off Cleansing Balm Makeup Remover ,Mini Size,,$15.00 ,0.671605,0.685805,0.654249,50,,0,,,,,,,,
2026-01-18T15:04:59.848772,7,Oil cleanser for removing makeup and sunscreen,2,stage_b,clinique take the day off  cleansing oil makeup remover,CLINIQUE,Take The Day Off  Cleansing Oil Makeup Remover,Moisturizers,Face Oils,$37.00 ,0.655728,0.667514,0.641322,50,,0,,,,,,,,
2026-01-18T15:04:59.848772,7,Oil cleanser for removing makeup and sunscreen,3,stage_b,dermalogica precleanse cleansing oil,Dermalogica,Precleanse Cleansing Oil,Cleansers,Face Wash & Cleansers,$49.00 ,0.639684,0.640855,0.638254,50,,0,,,,,,,,
2026-01-18T15:10:35.329661,8,Eye serum or eye cream for dark circles and fine lines,1,stage_a,dermalogica biolumin-c vitamin c eye serum,Dermalogica,Biolumin-C Vitamin C Eye Serum,Eye Care,Eye Creams & Treatments,$76.00 ,0.616744,0.60903,0.628315,20,,0,,,,,1,1,1,"Correct, matches every concern/request."
2026-01-18T15:10:35.329661,8,Eye serum or eye cream for dark circles and fine lines,2,stage_a,shiseido benefiance wrinkle smoothing eye cream,Shiseido,Benefiance Wrinkle Smoothing Eye Cream,Eye Care,Eye Creams & Treatments,$65.00 ,0.610386,0.610796,0.609772,20,,0,,,,,1,1,1,"Correct, matches every concern/request."
2026-01-18T15:10:35.329661,8,Eye serum or eye cream for dark circles and fine lines,3,stage_a,estée lauder advanced night repair eye supercharged gel-creme eye cream with hyaluronic acid and vitamin e,Estée Lauder,Advanced Night Repair Eye Supercharged Gel-Creme Eye Cream with Hyaluronic Acid and Vitamin E,Eye Care,Eye Creams & Treatments,$74.00 ,0.605998,0.601674,0.612484,20,,0,,,,,1,1,1,"Correct, matches every concern/request."
2026-01-18T15:10:35.329661,8,Eye serum or eye cream for dark circles and fine lines,4,stage_a,dior capture totale super potent eye serum,DIOR,Capture Totale Super Potent Eye Serum,Eye Care,Eye Creams & Treatments,$85.00 ,0.603827,0.610471,0.593863,20,,0,,,,,1,1,1,"Correct, matches every concern/request."
2026-01-18T15:10:35.329661,8,Eye serum or eye cream for dark circles and fine lines,5,stage_a,la mer the eye concentrate cream,La Mer,The Eye Concentrate Cream,Eye Care,Eye Creams & Treatments,$275.00 ,0.59804,0.614526,0.573311,20,,0,,,,,1,1,1,"Correct, matches every concern/request."
2026-01-18T15:10:35.329661,8,Eye serum or eye cream for dark circles and fine lines,1,stage_b,dermalogica biolumin-c vitamin c eye serum,Dermalogica,Biolumin-C Vitamin C Eye Serum,Eye Care,Eye Creams & Treatments,$76.00 ,0.606544,0.60903,0.603506,50,,0,,,,,,,,
2026-01-18T15:10:35.329661,8,Eye serum or eye cream for dark circles and fine lines,2,stage_b,shiseido benefiance wrinkle smoothing eye cream,Shiseido,Benefiance Wrinkle Smoothing Eye Cream,Eye Care,Eye Creams & Treatments,$65.00 ,0.600882,0.610796,0.588765,50,,0,,,,,,,,
2026-01-18T15:10:35.329661,8,Eye serum or eye cream for dark circles and fine lines,3,stage_b,estée lauder advanced night repair eye supercharged gel-creme eye cream with hyaluronic acid and vitamin e,Estée Lauder,Advanced Night Repair Eye Supercharged Gel-Creme Eye Cream with Hyaluronic Acid and Vitamin E,Eye Care,Eye Creams & Treatments,$74.00 ,0.595283,0.601674,0.587471,50,,0,,,,,,,,
2026-01-18T13:03:12.797665,9,Lightweight moisturizer for combination skin from Estee Lauder,1,stage_a,estée lauder nutritious melting soft cream mask and moisturizer,Estée Lauder,Nutritious Melting Soft Cream Mask and Moisturizer,Moisturizers,Face Moisturizer,$48.00 ,0.652263,0.630136,0.685454,20,esteelauder,1,,,,1,1,1,1,"Correct, matches every concern/request."
2026-01-18T13:03:12.797665,9,Lightweight moisturizer for combination skin from Estee Lauder,2,stage_a,estée lauder nutritious melting soft creme/mask moisturizer mini,Estée Lauder,Nutritious Melting Soft Creme/Mask Moisturizer Mini,Travel Size Skin Care,,$16.00 ,0.63575,0.602084,0.686249,20,esteelauder,1,,,,1,1,1,1,"Correct, matches every concern/request."
2026-01-18T13:03:12.797665,9,Lightweight moisturizer for combination skin from Estee Lauder,3,stage_a,estée lauder revitalizing supreme+ youth power cream spf 25 moisturizer,Estée Lauder,Revitalizing Supreme+ Youth Power Cream SPF 25 Moisturizer,Moisturizers,Face Moisturizer,$120.00 ,0.619115,0.582534,0.673988,20,esteelauder,1,,,,1,1,1,1,"Correct, matches every concern/request."
2026-01-18T13:03:12.797665,9,Lightweight moisturizer for combination skin from Estee Lauder,4,stage_a,estée lauder daywear moisturizer anti-oxidant 72h-hydration sorbet cream spf 15,Estée Lauder,DayWear Moisturizer Anti-Oxidant 72H-Hydration Sorbet Cream SPF 15,Moisturizers,Face Moisturizer,$52.00 ,0.604102,0.618532,0.582456,20,esteelauder,1,,,,1,1,1,1,"Correct, matches every concern/request."
2026-01-18T13:03:12.797665,9,Lightweight moisturizer for combination skin from Estee Lauder,5,stage_a,estée lauder soft clean infusion hydrating essence lotion with amino acid,Estée Lauder,Soft Clean Infusion Hydrating Essence Lotion with Amino Acid,Moisturizers,Face Mists & Essences,$46.00 ,0.578209,0.562459,0.601832,20,esteelauder,1,,,,1,1,0.5,0.833333333,"Matches the concern, but is not a moisturizer"
2026-01-18T13:03:12.797665,9,Lightweight moisturizer for combination skin from Estee Lauder,1,stage_b,estée lauder nutritious melting soft cream mask and moisturizer,Estée Lauder,Nutritious Melting Soft Cream Mask and Moisturizer,Moisturizers,Face Moisturizer,$48.00 ,0.642057,0.630136,0.656626,50,esteelauder,1,,,,,,,,
2026-01-18T13:03:12.797665,9,Lightweight moisturizer for combination skin from Estee Lauder,2,stage_b,estée lauder nutritious melting soft creme/mask moisturizer mini,Estée Lauder,Nutritious Melting Soft Creme/Mask Moisturizer Mini,Travel Size Skin Care,,$16.00 ,0.627141,0.602084,0.657766,50,esteelauder,1,,,,,,,,
2026-01-18T13:03:12.797665,9,Lightweight moisturizer for combination skin from Estee Lauder,3,stage_b,estée lauder revitalizing supreme+ youth power cream spf 25 moisturizer,Estée Lauder,Revitalizing Supreme+ Youth Power Cream SPF 25 Moisturizer,Moisturizers,Face Moisturizer,$120.00 ,0.613446,0.582534,0.651229,50,esteelauder,1,,,,,,,,
2026-01-18T13:06:02.655497,10,Night cream for dry skin with anti-aging benefits,1,stage_a,first aid beauty ultra repair hydra-firm night cream,First Aid Beauty,Ultra Repair Hydra-Firm Night Cream,Moisturizers,Night Creams,$44.00 ,0.624762,0.647404,0.590799,20,,0,,,,1,1,1,1,"Correct, matches every concern/request."
