product_id,brand,product,category,subcategory,price,size,image,no_of_reviews,about_the_product,ingredients,how_to_use
P433618,Shiseido,Clarifying Cleansing Foam,Cleansers,Face Wash & Cleansers,$36.00,Size: 4.6 oz / 125 ml,https://www.sephora.com/productimages/sku/s2100071-main-zoom.jpg?imwidth=160,143,"Item 2100071
What it is: A creamy, foaming facial cleanser that whisks away makeup, visible impurities, and skin-dulling surface cells to reveal smooth, radiant results.

Skin Type: Normal, Dry, and Combination

Skincare Concerns: Dryness, Dullness, and Uneven Texture

Formulation: Lightweight Cream

Highlighted Ingredients:
- White Clay: Absorbs excess sebum and visible impurities.
- Yomogi Extract: Helps prevent skin roughness and promotes radiance.
- Pure Kirishima Mineral Spring Water: Helps supplement skin’s essential minerals.

Ingredient Callouts: Free of parabens, formaldehydes, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclocarban, and triclosan.

What Else You Need to Know: This daily, foaming face wash is infused with signature Japanese ingredients. It removes dirt and pollutants without stripping skin of essential moisture and promotes radiance for a soft, supple finish. It also lathers and rinses off easily.

Clinical Results: In a test done by 106 women, immediately after use:
- 94% felt this cleanser softens skin and lifts away dirt and impurities
- 90% felt this cleanser removes pollutants

After 2 weeks:
- 86% felt skin's radiance improved
- 86% felt this cleanser promotes smooth absorption of skincare treatments that follow
Show less","-White Clay: Absorbs excess sebum and impurities.
-Yomogi Extract: Prevents roughness and promotes radiance.
-Rice Germ Oil: Softens and lifts away impurities.

Water(Aqua/Eau), Stearic Acid, Peg-8, Myristic Acid, Glycerin, Potassium Hydroxide, Dipropylene Glycol, Lauric Acid, Glyceryl Stearate Se, Sorbitol, Cocamidopropyl Betaine, Peg-60 Glyceryl Isostearate, Sodium Methyl Cocoyl Taurate, Phytosteryl Macadamiate, Fragrance (Parfum), Polyquaternium-39, Disodium Edta, Oryza Sativa (Rice) Germ Oil, Linalool, Geraniol, Citronellol, Kaolin, Sodium Benzoate, Butylene Glycol, Acrylates Copolymer, Betaine, Silk Powder (Serica/Poudre De Soie), Tocopherol, Sodium Acetylated Hyaluronate, Artemisia Princeps Leaf Extract, Sodium Lauryl Sulfate.","Suggested Usage:
-Use daily, in the morning and evening, as the first step in your skincare routine.
-Wet skin with lukewarm water.
-Dispense a pearl-size amount of cleanser onto dampened hands and rub hands together to create a lather.
-Massage over your face with gentle, circular motions, then rinse thoroughly with lukewarm water."
P433443,belif,Aqua Bomb Sleeping Mask,Moisturizers,Night Creams,$38.00,Size: 2.53 oz/ 75 mL,https://www.sephora.com/productimages/sku/s2111649-main-zoom.jpg?imwidth=160,1K,"Item 2111649
What it is: An innovative jelly-pudding sleeping mask that replenishes and revives dry, fatigued skin with explosive hydration for a smooth, supple look and a healthy glow.

Skincare Types: Normal, Oily, Combo, Dry, Sensitive

Skincare Concerns: - Dryness, Dullness

What Else You Need to Know: 
Bringing Korean skincare innovation to another level, this pillow-proof overnight mask features a “memory” formula that blankets the contours of skin with an explosive burst of hydration for smoother, supple-looking skin and a healthy glow.

Research Results:
In a 14-day consumer test:
- 96.7% of people felt that the texture of their skin felt softer and smoother on the following day after applying the Aqua Bomb Sleeping Mask
-97.8% of people felt immediate cooling effects after applying it
- 95.6% of people felt that the moisture barrier shields moisture loss
- 96.7% of people felt that the moisture (in skin) has been replenished overnight
Show less","-Napiers Aqua formula: Ultra-hydrating formula boosts hyaluronic acid.
-Lady's Mantle: Moisturizing herb used since medieval times by European women to keep their complexion smooth and youthful.
-Scottish Heather: Soothing herb known for its anti-inflammatory properties.

Water, Dipropylene Glycol, Polyglycerin-3, 1,2-Hexanediol, Glycerin, PEG-240/HDI Copolymer Bis-Decyltetradecet-20 Ether, Polymethylsilsequioxane, Calluna Vulgaris Extract, Dispacus Sylvestris Extract, Crysanthemum Parthenium (Feverfew) Extract, Avena Sative (Oat) Kernel Extract*, CAlendula Officinalis Flower Extract*, Nepeta Cataria Extract*, Rubus Idaeus (Raspberry) Leaf Extract*, Baptisia Tinctoria Root Extract*, Stellaria Media (Chickweed( Extract*+, Malt Extract, Triticum Vulgare (Wheat) Sprout Extract, Alchemilla Vulgaris Leaf Extract+, Equisetum Arvense Leaf Extract+, UrticaDioicia (Nettle) Leaf Extract+, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract,Coccinia Indica Fruit Extract, Solanum Melongena (Eggplant) Fruit Extract, Aloe Barbadensis Flower Extract, Simmondsia Chinesis (Jojoba) Seed Oil, Ocimum Sanctum Leaf Extract, Curcuma Longa (Tumeric) Root Extract, Corallina Officinalis Extract, Panthenol, Tocopheryl Acetate, Lauryl Dimethicone/Polyglycerin-3 Crosspolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Hydroxyethylcellulose, Trisodium EDTA, Tromethamine, Citrus Aurantium Dulcis (Orange) Peel Oil++, Citrus Aurantifolia (Lime) Oil++, Pelargonium Graveolens Flower Oil++, Rosmarinus Officinalis (Rosemary) Leaf Oil++, Citral, Citronellol, Geraniol, Limonene, Linalool. *Napiers original formula. +Napiers aqua formula. ++Fragrances.","Suggested Usage:
-
-After or instead of moisturizer, apply a thin layer evenly across your face.
-Leave on overnight and rinse off in the morning for ultra-hydrated, nourished skin.

Tips:
-Gently massage into skin for extra deep hydration. Use when you want your skin to be smoother and more makeup-ready in the mornings.
-Use after being exposed to extreme wind, heat, or cold to nourish and hydrate skin.
-Store in refrigerator for extra cooling benefits.

Precautions:
-For external use only.
-Avoid contact with the eyes."
P504773,Glossier,Priming Moisturizer Rich Face Cream with Ceramides,Moisturizers,Face Creams,$35.00,Size: 1.7 oz / 50 mL,https://www.sephora.com/productimages/sku/s2649515-main-zoom.jpg?imwidth=160,102,"Item 2649515
ONLY AT SEPHORA
What it is: A rich, fast-absorbing priming moisturizer that reinforces skin's moisture barrier and visibly enhances radiance for a clean-, dewy-, balanced-looking finish.

Skin Type: Normal, Dry, and Combination

Skincare Concerns: Dryness, Dullness, and Uneven Texture

Formulation: Rich Cream

Highlighted Ingredients:
- Glycerin: Hydrates.
- Customized Power Primers: Create a smooth base for makeup.
- Buddleja officinalis Flower Extract: Soothes dry skin and helps defend against photoaging.

Ingredient Callouts: This product is vegan, gluten-free, and cruelty-free.

What Else You Need to Know: This luxurious face cream melts right in, leaving dry skin feeling sumptuous and totally hydrated. Squalane, ceramides, and fatty acids reinforce skin’s moisture barrier, adding visible radiance, while power primers form a smooth base, preparing skin for makeup application.

Show less","-Glycerin: Hydrates.
-Customized Power Primers: Create a smooth base for makeup.
-Buddleja officinalis Flower Extract: Soothes dry skin and defends against photoaging.

Water/Aqua/Eau, Caprylic/Capric Triglyceride, Propanediol, Glycerin, Squalane, Orbignya Oleifera Seed Oil, Cetearyl Olivate, Sorbitan Olivate, Pentaerythrityl Tetraisostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil Ferment Extract Filtrate, Sodium Hyaluronate Crosspolymer, Ceramide NP, Ceramide AP, Buddleja Officinalis Flower Extract, Lithothamnion Calcareum Extract, Hydroxyacetophenone, Glyceryl Stearate, Xanthan Gum, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cetearyl Alcohol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polyisobutene, Amylopectin, Potassium Hydroxide, Polysorbate 60, Sorbitan Isostearate, Caprylyl/Capryl Glucoside, Sorbitan Oleate, Caprylyl Glycol, 1,2-Hexanediol, Pentylene Glycol, Potassium Sorbate, Sodium Benzoate, Lactic Acid.","Suggested Usage:
-Massage into skin after cleansing in the morning and at night.
-Use as a primer by moisturizing before applying makeup.
-For extra-flaky skin, massage in with upward and outward strokes."
P515009,PATTERN by Tracee Ellis Ross,Mini Palo Santo Curl Mousse for Curls & Coils,Hair Styling & Treatments,Hair Styling Products,$14.00,Size: 4 oz / 118.3 mL,https://www.sephora.com/productimages/sku/s2845196-main-zoom.jpg?imwidth=160,26,"Item 2845196
What it is: An ultra-light mousse that defines curly hair while giving weightless volume and touchable hold—perfect for both wash-and-gos and protective styles.
Hair Texture: Wavy, Curly, and Coily
Hair Type: Fine, Medium, and Thick
Hair Concerns:
- Curl-Enhancing
- Hold & Style Extending
- Volumizing
Key Benefits: 
- Delivers pillowy volume and touchable hold
- Adds volume and shine
- Dries quickly and defines curls
Highlighted Ingredients:
- Marshmallow Root and Castor Oil: Maintains softness and smoothness.
Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also gluten-free and cruelty-free.
What Else You Need to Know: This one-step foam dries quickly to hold curls and set hairstyles. The weightless Curl Mousse is flake-free and free of drying alcohols. With marshmallow root and castor oil, it gives volume and shine to finger waves, wash-and-gos, and protective styles.
Clinical Results: Based on a 63-subject consumer perception study after 1 week of use:
- 95% agreed that the formula is flake-free
- 92% agreed that Curl Mousse did not leave their hair feeling crunchy
- 90% agreed the Curl Mousse worked great for their hair type
Show less","-Marshmallow Root and Castor Oil: Keep hair soft and smooth.

Water/Aqua/Eau, Polyquaternium-11, PVP, Cocamidopropyl Betaine, Althaea Officinalis Root Extract, Glycerin, Ricinus Communis (Castor) Seed Oil, Argania Spinosa Kernel Oil, Caprylic/Capric Triglyceride, Biotin, Polyglyceryl-4 Caprate, Polyglyceryl-6 Caprylate, Sodium Chloride, C12-18 Acid Triglyceride, Cocamidopropyl Dimethylamine, Sodium Glycolate, Sodium Benzoate, Benzyl Alcohol, Ethylhexylglycerin, Fragrance/Parfum, Benzyl Benzoate, Hexyl Cinnamal, Amyl Cinnamal, Hydroxycitronellal, Linalool, Citronellol, Limonene, Coumarin, Geraniol.","Suggested Usage:
To enhance curls:
-Apply to damp, conditioned hair.
-Evenly distribute from roots to tips.
-Style as desired.
-Air-dry or diffuse.

To set your style:
-Dispense a few pumps into your palms and work evenly throughout strands.
-Add more product as needed.
-Wrap, mold, or set hair.
-Style as usual.

Pro tip:
-For extra moisture and shine, mix in a few drops of Argan or Jojoba Hair & Scalp Oil Blend (each sold separately)."
P509038,Luna Daily,"The Everywhere Oil - For Ingrown Hairs, Redness + Bumps - With Rosehip Oil & Vitamins",Wellness,Feminine Care,$36.00,Size: 1 oz,https://www.sephora.com/productimages/sku/s2552958-main-zoom.jpg?pb=allure-2024-bestofbeauty&imwidth=122,221,"Item 2723161
ONLY AT SEPHORA
What it is: A lightweight body oil clinically proven to target ingrown hairs, redness and bumps, with a blend of 8 natural oils including rosehip oil, bisabolol and jojoba oil and vitamins C, E and F to soothe and deeply hydrate skin.  Formulated to be used anywhere, including intimate skin.

Skin Type: Normal, Dry, Combination, and Oily

Formulation: Oil

Highlighted Ingredients:
- Rosehip Oil: Soothes and smooths skin and pubic hair.
- Bisabolol: Reduces visible redness and irritation.
- Grapeseed Oil: Decreases appearance of scars and stretch marks.

Ingredient Callouts: This product is vegan and cruelty-free.

What Else You Need to Know: Expertly developed body oil specifically for ingrown hairs – blended with naturally derived oils including tamanu oil to soften skin and pubic hair, bisabolol to reduce visible redness, and jojoba oil and rosehip oil to soothe and smooth. Apply to bikini line, armpits, legs, or anywhere that needs extra care or is prone to dryness, including elbows, and cuticles for smooth, soft skin. 

Clinical Results: In a clinical user trial of 102 women of all ages, skin-types, and ethnicities, after just 2 weeks of use, results included:
- 92% agree dry skin is visibly improved
- 85% agree reduced irritation caused by hair removal
- 83% agree reduced redness


Clean at Sephora is our commitment to offering effective products without certain ingredients, such as parabens, sulfates, phthalates, and mineral oils. Learn more here.
Show less","-Rosehip Oil: Soothes and smooths skin and pubic hair.
-Bisabolol: Reduces visible redness and irritation.
-Grapeseed Oil: Decreases appearance of scars and stretch marks.

Helianthus Annuus (Sunflower) Seed Oil, Vitis Vinifera(Grape) Seed Oil, Prunus Amygdalus Dulcis (Organic Sweet Almond) Oil, Cocos Nucifera (Coconut) Oil, Prunus Armeniaca (Apricot) Kernel Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Parfum (Fragrance), Calophyllum Inophyllum (Organic Tamanu) Seed Oil, Rosa Canina (Rosehip) Fruit Oil, Butyrospermum Parkii (Shea) Butter, Olus Oil (Vegetable Oil/Huile Végétale), Bisabolol, Linoleic Acid (Vitamin F), Melaleuca Alternifolia Leaf (Tea Tree) Oil, Camelina Sativa Seed Oil, Linolenic Acid (Vitamin F), Tocopherol (Vitamin E), Tocopheryl Acetate (Vitamin E).



The list of ingredients is subject to change, please consult the packaging of the product purchased.","Suggested Usage:
-Apply one to three drops to your hands or direct to skin and gently massage into your skin.
-Apply daily to intimate skin or anywhere on your body, including dry elbows or cuticles.
-For external use only, the vagina (internal passage) is self-cleaning.
-Luna Daily always recommends patch testing on the inside of your arm 24 hours before use.

Recycling Instructions:
-Rinse the empty bottle to ensure all product is removed.
-Remove the lid.
-Put the bottle and cap into your recycling bin and follow your local recycling guidelines."
P515348,Dr. Dennis Gross Skincare,DermInfusions Fill + Repair Eye Cream,Eye Care,Eye Creams & Treatments,$64.00,Size: .5 oz / 15 ml,https://www.sephora.com/productimages/sku/s2863397-main-zoom.jpg?imwidth=160,238,"Item 2863397
What it is: An ultra-hydrating eye cream with clinically backed, 360° results to visibly fill, firm, brighten, smooth, and lift.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dark Spots, Loss of Firmness and Elasticity, and Dark Circles

Formulation: Cream

Highlighted Ingredients:
- Two Weights of Hyaluronic Acid: Hydrate and visibly plump to reduce the appearance of fine lines.
- Peptide Complex: Visibly reduces dark circles and puffiness while supporting skin elasticity.
- Kakadu Plum: An antioxidant that visibly firms, brightens, and hydrates.

Ingredient Callouts: Free of parabens. It is also cruelty-free.

What Else You Need to Know: Formulated by Dr. Dennis Gross, this eye cream targets six zones—crow’s feet, under-eyes, lids, bunny lines, elevens, and the inner tear trough—to visibly diminish fine lines and tighten skin, combat dark circles, and target the appearance of tired eyes.

Clinical Results: In a 2-week clinical study of 32 participants:
- 93% saw firmer, brighter, smooth skin in 2 weeks
- 90% saw a visibly tighter, firmer 360° eye area in 2 weeks
- 93% said their dark circles improved after 1 week
Show less","-Two Weights of Hyaluronic Acid: Hydrate and visibly plump to reduce the appearance of fine lines.
-Peptide Complex: Visibly reduces dark circles and puffiness while supporting skin elasticity.
-Kakadu Plum: An antioxidant that visibly firms, brightens, and hydrates.

Water/Aqua/Eau, Glycerin, Glyceryl Dilaurate, Glyceryl Stearate SE, Octyldodecyl Stearoyl Stearate, Caprylic/Capric Triglyceride, Behenyl Alcohol, Glyceryl Stearate, Ectoin, Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Copper Tripeptide-1, Palmitoyl Tripeptide-1, Oligopeptide-2, Terminalia Ferdinandiana (Kakadu Plum) Fruit Extract, Acetyl Tetrapeptide-5, Palmitoyl Tetrapeptide-7, Palmitoyl Hexapeptide-12, Superoxide Dismutase, Butyrospermum Parkii (Shea) Butter, Bakuchiol, Bisabolol, Centella Asiatica Extract, Adenosine, Sodium Carboxymethyl Beta-Glucan, Niacinamide, Phospholipids, Rahnella/Soy Protein Ferment, Thermus Thermophillus Ferment, Caffeine, Glyceryl Acrylate/Acrylic Acid Copolymer, Lecithin, Butylene Glycol, Lactobionic Acid, Camphanediol, Pinanediol, Tocopheryl Acetate, Copper PCA, Mandelic Acid, Glutathione, Caprylyl Glycol, Cetyl Alcohol, Polysorbate 20, Lauryl Alcohol, Myristyl Alcohol, Carbomer, Palmitic Acid, Stearic Acid, PVP, Butylated PVP, PVM/MA Decadiene Crosspolymer, Pentylene Glycol, Ethylhexylglycerin, Raspberry Ketone, Leuconostoc/Radish Root Ferment Filtrate, Sodium Lactate, 1,2-Hexanediol, Tromethamine, Potassium Hydroxide, Gluconolactone, Sodium Metasilicate, Citric Acid, Phenoxyethanol, Sorbic Acid, Sodium Dehydroacetate, Potassium Sorbate.","Suggested Usage:
-For morning or night use.
-To apply, use finger to gently tap around the full 360° eye area.
-Start with gently applying under the eyes moving out toward the corners where crow’s feet can form, around onto the eyelid, down the elevens, ensuring you bring the product down to where bunny lines can form."
P509767,DIOR,Capture Totale Hyalushot: Wrinkle Corrector with Hyaluronic Acid,Treatments,Face Serums,$90.00,Size: 0.5 oz,https://www.sephora.com/productimages/sku/s2695021-main-zoom.jpg?imwidth=160,331,"Item 2695021
What it is: The first Dior multi-wrinkle corrector with hyaluronic acid that works on the appearance of present and emerging signs of wrinkles.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Fine Lines and Wrinkles

Highlighted Ingredients:
- Hyaluronic Acid Duo: Visibly plumps skin.
- Peptide: Smooths skin.

What Else You Need to Know: Powered by a hyaluronic acid duo, this formula targets eight types of face wrinkles: worry lines, frown lines, bunny lines, smile lines, smoker’s lines, marionette lines, tear-trough lines, and crow’s feet lines.

Clinical Results: In a clinical test on 34 people, comparing smoothness after 7 days and 28 days of using Capture Totale Hyalushot and Capture Totale Le Sérum Anti-Aging Serum (sold separately):
- Skin was 2X smoother

In an instrumental test on 30 people, results showed:
- 45% fewer visible wrinkles in 4 hours
Show less","-Hyaluronic Acid Duo: Visibly plumps skin.
-Peptide: Smooths skin.

Aqua (Water), Glycerin, Butylene Glycol, Polyglycerin-3, Tapioca Starch, Aframomum Angustifolium Seed Extract, Sodium Hyaluronate, Adenosine, Sodium Tocopheryl Phosphate, Caprylyl Glycol, Pullulan, Chlorphenesin, Synthetic Fluorphlogopite, Hydrolyzed Jojoba Esters, Yeast Ferment Extract, Parfum (Fragrance), CI 77891 (Titanium Dioxide), Sodium Surfactin, Sodium Citrate, Lactobacillus Ferment Lysate, Sodium Hydroxide, Xanthan Gum, Trisodium Ethylenediamine Disuccinate, Citric Acid, Sodium Benzoate, Tin Oxide, Acetyl Hexapeptide-8, Tocopherol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ammonium Acryloyldimethyltaurate/VP Copolymer, PEG-40 Hydrogenated Castor Oil, Sodium Hyaluronate Crosspolymer.","Suggested Usage:
-Use Dior's exclusive precision-applicator tip to squeeze a few drops onto targeted wrinkles and fine lines, then smooth on and gently tap into skin for quicker absorption.
-For even smoother skin, apply after Capture Totale Le Sérum Anti-Aging Serum (sold separately).
-Follow with Capture Totale Super Potent Eye Serum (sold separately), applying it from the temple to the inner corner of your eye, pressing gently with the applicator.
-Complete the ritual every morning and night with Capture Totale Firming & Wrinkle-Correcting Cream (sold separately), smoothing onto your face with outward movements."
P477174,Jack Black,Charcoal Body Buff Exfoliating Cleanser,Bath & Shower,Body Wash & Shower Gel,$38.00,Size: 16 oz/ 473 mL,https://www.sephora.com/productimages/sku/s2483618-main-zoom.jpg?imwidth=160,Write a review,"Item 2483618
What it is: A two-in-one body cleanser and exfoliator with charcoal that leaves skin feeling healthier and refreshed.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dryness, Dullness, and Uneven Texture

Formulation: Scrub

Highlighted Ingredients:
- Charcoal Powder: Helps absorb odor and dirt from the skin.
- Natural Volcanic Stone: Exfoliates to remove rough patches and dead skin to reveal smooth soft skin.
- Sea Algea Blend: Contains macro- and micro-nutrients to nourish and hydrate skin.

Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan. It is also vegan, cruelty-free, and comes in recyclable packaging.

What Else You Need to Know: This Charcoal Body Buff Exfoliating Cleanser is a natural volcanic stone that scrubs away dead skin cells while a blend of sea algae, aloe, baobab, and shea combine to help nourish skin. It contains fragrant notes of marine accord, bamboo, and big sur sea salt that complete this unique cleansing experience.
Show less","-Charcoal Powder: Helps absorb odor and dirt from the skin.
-Natural Volcanic Stone: Exfoliates to remove rough patches and dead skin to reveal smooth soft skin.
-Sea Algea Blend: Contains macro- and micro-nutrients to nourish and hydrate skin.

Aqua/Water/Eau, Sodium C14-16 Olefin Sulfonate, Pumice, Decyl Glucoside, Acrylates Crosspolymer-4, Glycerin, Coco-Betaine, Charcoal Powder, Volcanic Ash, Candelilla Cera/Euphorbia Cerifera (Candelilla) Wax/Cire de candelilla, Adansonia Digitata Oil*, Butyrospermum Parkii (Shea) Butter*, Aloe Barbadensis Leaf Juice Powder*, Jojoba Esters, Porphyra Umbilicalis Extract, Hypnea Musciformis Extract, Spirulina Maxima Extract, Fucus Vesiculosus Extract, Panthenol, Sodium Gluconate, Citric Acid, Potassium Sorbate, Sodium Chloride, Fragrance (Parfum), Stearyl Stearate, Sodium Benzoate, Methyl Glucose Caprate/Caprylate/Oleate, Propanediol, Citronellol. *Certified Organic","Suggested Usage:
-Apply in shower or bath to damp body skin and rub gently to exfoliate and refresh the skin.
-Rinse.
-Suitable for daily use."
P417980,Murad,City Skin Age Defense Face Sunscreen Broad Spectrum SPF 50 PA++++,Sunscreen,Face Sunscreen,$69.00,Size: 1.7 oz/ 50 mL,https://www.sephora.com/productimages/sku/s1933076-main-zoom.jpg?imwidth=160,369,"Item 1933076
What it is: A 100 percent mineral, indoor and outdoor SPF that shields against digital blue-light damage and UVA and UVB pollution.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dullness

Formulation: Lightweight Lotion

Highlighted Ingredients:
- Zinc Oxide and Titanium Oxide: Provide mineral, broad-spectrum UVA/UVB protection.
- Iron Oxides: Protect skin from infrared radiation and color correct to even the appearance of skin tone.
- Lutein: Defends against blue light.

Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, phthalates, mineral oil, oxybenzone, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and gluten-free.

What Else You Need to Know: This ultra-light, 100 percent mineral sunscreen shields skin against multiple types of light. It defends against UV light, which causes damage and visible signs of aging, and blue light, which comes from excessive screen time.
Show less","-Titanium Dioxide (2.7%), Zinc Oxide (10.0%): Sunscreens.

Water (Aqua), Dimethicone, C12-15 Alkyl Benzoate, Glycerin, Triheptanoin, Caprylic/Capric Triglyceride, C13-16 Isoparaffin, Argania Spinosa Kernel Oil, Tocopheryl Acetate, Polyurethane-35, Polyhydroxystearic Acid, Polymethylsilsesquioxane, Dimethicone/Vinyl Dimethicone Crosspolymer, Avena Sativa (Oat) Kernel Extract, Xanthophyll, Retinyl Palmitate, Ascorbic Acid, Bisabolol, Hydrolyzed Jojoba Esters, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Biosaccharide Gum-4, Hydroxyphenyl Propamidobenzoic Acid, Silica, Tapioca Starch, Sucrose, Pentylene Glycol, Butylene Glycol, Dimethicone/PEG-10/15 Crosspolymer, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, PEG-8 Dimethicone, Octyldodecanol, Sodium Propoxyhydroxypropyl Thiosulfate Silica, PEG/PPG-18/18 Dimethicone, Triethoxycaprylylsilane, Aluminum Stearate, Alumina, Ethylhexylglycerin, Phenoxyethanol, Iron Oxides (CI 77491).","Suggested Usage:
-Use in the AM.
-After cleansing and toning, massage evenly over face, neck, and chest."
P507659,The Ordinary,The Acne Set with Salicylic Acid,Value & Gift Sets,,$15.80,,,,,,
P517099,YSE Beauty,Morning Cocktail Vitamin C Serum with Niacinamide + Azelaic Acid,Treatments,Face Serums,$85.00,Size: 1 oz/30 mL,https://www.sephora.com/productimages/sku/s2886307-main-zoom.jpg?imwidth=160,32,"Item 2886307
NEW
ONLY AT SEPHORA
What it is: A hydrating, antioxidant-rich vitamin C serum for brighter, smoother, more even-looking skin—plus support for a strong skin barrier.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dark Spots, Dullness, and Uneven Skin Tone

Formulation: Serum

Highlighted Ingredients:
- Three Forms of Stabilized, Antioxidant-Rich Vitamin C: Support skin that looks brighter, smoother, and more even.
- Azelaic Acid: Reduces redness and the appearance of discoloration.
- Niacinamide: Improves the look of dark spots.

Ingredient Callouts: Free of parabens and phthalates. It is also vegan and cruelty-free.

What Else You Need to Know: This antioxidant-rich vitamin C serum helps skin look brighter, smoother, and more even—all while supporting a strong skin barrier. It’s made with a gentle blend of brightening and hydrating ingredients, including three forms of stabilized vitamin C, niacinamide, azelaic acid, and hyaluronic acid.

Clinical Results: In a consumer-perception study of 35 women, after 30 days of use:
- 91% agreed skin felt nourished
- 85% experienced a brighter complexion
- 85% experienced a more even skin tone and saw improvements in luminosity and texture
Show less","-Three Forms of Stabilized, Antioxidant-Rich Vitamin C: Support skin that looks brighter, smoother, and more even.
-Azelaic Acid: Reduces redness and the appearance of discoloration.
-Niacinamide: Improves the look of dark spots.

Aqua (Water, Eau), Tetrahexyldecyl Ascorbate, Isopentyldiol, Caprylic/Capric Triglyceride, Glycerin, Potassium Azeloyl Diglycinate, Ethoxydiglycol, Niacinamide, Squalane, Ascorbic Acid, Sodium Hyaluronate, Ascorbyl Methylsilanol Pectinate, Gold, Glutathione, Sorbitol, Oryza Sativa (Rice) Bran Extract, Helianthus Annuus (Sunflower) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol, 1,2-Hexanediol, Arginine, Propanediol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Phenoxyethanol Polyglyceryl-6 Polyricinoleate, Sodium Hydroxide, Methylpropanediol, Caprylyl Glycol, Xanthan Gum, Ethylhexylglycerin, Hexylene Glycol, Citric Acid, Tetrasodium Glutamate Diacetate.","Suggested Usage:
-Apply two to three pumps to clean skin in the morning.
-Follow with Xtremely Rich Moisturizer and Skin Glow SPF 30 Primer (each sold separately)."
